SOLARSYSTEMID	SOLARSYSTEMNAME	X	Y	Z	LUMINOSITY	SECURITY	RADIUS
31000693	J123249	7.86E+018	1.68E+016	-9.67E+018	0	-0.99	2291275065596.09
31000694	J115310	7.87E+018	-6.16E+015	-9.66E+018	0	-0.99	2516703368033.89
31000695	J143702	7.86E+018	-3.34E+016	-9.67E+018	0	-0.99	3420460897957.73
31000696	J223538	7.86E+018	2.50E+016	-9.67E+018	0	-0.99	4981196069570.07
31000697	J131618	7.86E+018	4.57E+016	-9.67E+018	0	-0.99	1210207883669.45
31000698	J215944	7.86E+018	1.30E+016	-9.67E+018	0	-0.99	5011090578199.98
31000699	J121952	7.86E+018	2.99E+016	-9.66E+018	0	-0.99	3069953453616.85
31000700	J121928	7.86E+018	6.99E+016	-9.66E+018	0	-0.99	4962062145966.03
31000701	J105439	7.86E+018	-2.90E+016	-9.66E+018	0	-0.99	1896546608035.64
31000702	J150627	7.65E+018	2.59E+016	-9.75E+018	0	-0.99	2680685651812.51
31000703	J121745	7.66E+018	4.19E+016	-9.76E+018	0	-0.99	2151151448678.8
31000704	J141438	7.65E+018	-1.76E+016	-9.77E+018	0	-0.99	6251820343303.61
31000705	J214929	7.65E+018	6.67E+016	-9.76E+018	0	-0.99	6034463269560.68
31000706	J130709	7.65E+018	-648479616008144	-9.76E+018	0	-0.99	5383126283454.52
31000707	J103924	7.65E+018	2.99E+016	-9.75E+018	0	-0.99	5814381116748.67
31000708	J211000	7.65E+018	-1.57E+016	-9.75E+018	0	-0.99	5995452415833.33
31000709	J123555	7.65E+018	1.15E+016	-9.75E+018	0	-0.99	5800620759494.94
31000710	J151125	7.65E+018	3.18E+016	-9.76E+018	0	-0.99	7020088702300.6
31000711	J123412	7.65E+018	1.29E+016	-9.77E+018	0	-0.99	4116931439035.7
31000712	J112309	7.61E+018	4.73E+016	-9.76E+018	0	-0.99	8698807314765.52
31000713	J123850	7.61E+018	5.53E+016	-9.77E+018	0	-0.99	5441030117577.45
31000714	J163923	7.61E+018	7.19E+016	-9.77E+018	0	-0.99	2888968712373.8
31000715	J143546	7.61E+018	5.88E+016	-9.77E+018	0	-0.99	9214441011679.85
31000716	J130832	7.62E+018	5.02E+016	-9.77E+018	0	-0.99	3092033029473.07
31000717	J221337	7.62E+018	-7.75E+015	-9.76E+018	0	-0.99	4220928705306.5
31000718	J113449	7.61E+018	3.52E+016	-9.76E+018	0	-0.99	6788278935185.24
31000719	J212607	7.61E+018	4.95E+016	-9.76E+018	0	-0.99	3031874568716.7
31000720	J165157	7.61E+018	3.66E+016	-9.77E+018	0	-0.99	8457212326942.59
31000721	J142937	7.68E+018	2.60E+016	-9.71E+018	0	-0.99	1407556180154.02
31000722	J120455	7.68E+018	5.33E+016	-9.72E+018	0	-0.99	2141460310641.23
31000723	J122638	7.67E+018	3.39E+016	-9.73E+018	0	-0.99	6043338489528.7
31000724	J161411	7.66E+018	-2.47E+016	-9.72E+018	0	-0.99	9245685121609.55
31000725	J124028	7.66E+018	6.80E+016	-9.71E+018	0	-0.99	4089547878521.08
31000726	J134735	7.67E+018	2.31E+016	-9.71E+018	0	-0.99	5801578337730.64
31000727	J142845	7.66E+018	-3.35E+016	-9.72E+018	0	-0.99	2083342222590.39
31000728	J140750	7.65E+018	5.76E+016	-9.71E+018	0	-0.99	1182717088453.96
31000729	J104515	7.64E+018	6.77E+016	-9.71E+018	0	-0.99	2363884372993.17
31000730	J113039	7.65E+018	5.81E+016	-9.70E+018	0	-0.99	3242994302499.46
31000731	J111159	7.65E+018	3.14E+016	-9.70E+018	0	-0.99	5562095870717.01
31000732	J105342	7.65E+018	-2.81E+016	-9.70E+018	0	-0.99	1595112930530.03
31000733	J121728	7.61E+018	3.07E+016	-9.73E+018	0	-0.99	7752315478080.33
31000734	J115700	7.61E+018	5.76E+016	-9.74E+018	0	-0.99	5448472559878.72
31000735	J143234	7.61E+018	-1.37E+016	-9.73E+018	0	-0.99	3759606242846.85
31000736	J122524	7.61E+018	-8.62E+015	-9.73E+018	0	-0.99	9066472771038.86
31000737	J124007	7.62E+018	6.98E+016	-9.74E+018	0	-0.99	3075226579430.03
31000738	J150533	7.62E+018	2.72E+016	-9.75E+018	0	-0.99	4433405461817.02
31000739	J143933	7.62E+018	6.90E+016	-9.75E+018	0	-0.99	1011983451121.81
31000740	J225128	7.61E+018	3.63E+016	-9.76E+018	0	-0.99	2608954690151.63
31000741	J133632	7.61E+018	-7.23E+015	-9.75E+018	0	-0.99	1290168695641.68
31000742	J131744	7.64E+018	6.39E+015	-9.68E+018	0	-0.99	8286637030822.52
31000743	J125923	7.65E+018	5.64E+016	-9.67E+018	0	-0.99	2073040299110.78
31000744	J161138	7.65E+018	6.93E+016	-9.68E+018	0	-0.99	4699750077953.58
31000745	J125824	7.65E+018	-1.66E+016	-9.67E+018	0	-0.99	3396975961979.2
31000746	J223511	7.64E+018	4.31E+016	-9.68E+018	0	-0.99	8036961205480.62
31000747	J134401	7.63E+018	1.62E+016	-9.69E+018	0	-0.99	5940017395446.72
31000748	J214739	7.63E+018	6.81E+016	-9.68E+018	0	-0.99	2112445202019.23
31000749	J104321	7.62E+018	-1.75E+016	-9.69E+018	0	-0.99	2201148370714.06
31000750	J115327	7.62E+018	5.32E+016	-9.69E+018	0	-0.99	3166908078846.42
31000751	J154937	7.61E+018	6.64E+016	-9.69E+018	0	-0.99	3757601969888.11
31000752	J112505	7.54E+018	5.95E+016	-9.64E+018	0	-0.99	4461369052421.83
31000753	J102739	7.54E+018	-2.01E+016	-9.63E+018	0	-0.99	8197947431817.49
31000754	J171309	7.54E+018	5.65E+016	-9.62E+018	0	-0.99	8076528257795.7
31000755	J133417	7.54E+018	-1.10E+016	-9.62E+018	0	-0.99	1590643520500.68
31000756	J124749	7.54E+018	5.42E+016	-9.63E+018	0	-0.99	4204048066934.95
31000757	J122137	7.53E+018	5.69E+016	-9.64E+018	0	-0.99	3213315640150.47
31000758	J140353	7.52E+018	-3.18E+015	-9.63E+018	0	-0.99	6852814054365.95
31000759	J104029	7.52E+018	4.56E+016	-9.63E+018	0	-0.99	4636387704601.58
31000760	J151348	7.52E+018	2.93E+016	-9.64E+018	0	-0.99	2202987173617.75
31000761	J163522	7.52E+018	2.60E+015	-9.62E+018	0	-0.99	13601014844979.8
31000762	J131315	7.51E+018	8.57E+015	-9.65E+018	0	-0.99	3229494018074.48
31000763	J114008	7.52E+018	9.76E+015	-9.65E+018	0	-0.99	5201401541261.08
31000764	J233839	7.52E+018	3.74E+016	-9.65E+018	0	-0.99	5672262053295.19
31000765	J112558	7.51E+018	6.49E+015	-9.66E+018	0	-0.99	1031600000
31000766	J114308	7.51E+018	2.77E+016	-9.66E+018	0	-0.99	6024394724388.72
31000767	J130125	7.51E+018	-5.09E+015	-9.66E+018	0	-0.99	4746413503362.06
31000768	J173213	7.50E+018	8.78E+015	-9.65E+018	0	-0.99	3302138934109.22
31000769	J160126	7.50E+018	5.56E+016	-9.65E+018	0	-0.99	2059188438630.27
31000770	J154813	7.51E+018	1.26E+016	-9.65E+018	0	-0.99	4312969073128.61
31000771	J215151	7.52E+018	1.94E+016	-9.65E+018	0	-0.99	2473184375814.87
31000772	J144739	7.51E+018	-2.60E+016	-9.64E+018	0	-0.99	3877134038306.81
31000773	J102602	7.51E+018	-1.12E+016	-9.64E+018	0	-0.99	2801916436151.36
31000774	J120924	7.51E+018	2.34E+016	-9.64E+018	0	-0.99	2889578825500.25
31000775	J212906	7.51E+018	2.98E+016	-9.64E+018	0	-0.99	4695212294630.64
31000776	J101719	7.51E+018	6.15E+016	-9.64E+018	0	-0.99	3900254473458.09
31000777	J101824	7.51E+018	1.08E+016	-9.64E+018	0	-0.99	3485641993026.52
31000778	J153003	7.51E+018	1.79E+016	-9.64E+018	0	-0.99	4557518730051.52
31000779	J105123	7.52E+018	-3.12E+016	-9.64E+018	0	-0.99	6525923134000.02
31000780	J122635	7.52E+018	4.69E+016	-9.64E+018	0	-0.99	2617141810171.2
31000781	J152624	7.52E+018	2.70E+016	-9.64E+018	0	-0.99	6130368318990.1
31000782	J224145	7.51E+018	-1.85E+016	-9.64E+018	0	-0.99	3455824660458.42
31000783	J163318	7.49E+018	3.24E+016	-9.63E+018	0	-0.99	4065089721487.56
31000784	J144004	7.48E+018	6.97E+016	-9.63E+018	0	-0.99	9264983310532.5
31000785	J122931	7.49E+018	2.06E+016	-9.62E+018	0	-0.99	2058140750705.38
31000786	J173245	7.49E+018	5.16E+016	-9.62E+018	0	-0.99	5221807399814.74
31000787	J145246	7.49E+018	5.69E+016	-9.63E+018	0	-0.99	2959235169263.59
31000788	J124526	7.48E+018	5.08E+016	-9.63E+018	0	-0.99	3310069360702.85
31000789	J165648	7.49E+018	-9.54E+015	-9.62E+018	0	-0.99	7849375554666.11
31000790	J134405	7.48E+018	5.18E+016	-9.63E+018	0	-0.99	6002183569807.28
31000791	J213111	7.49E+018	5.29E+016	-9.63E+018	0	-0.99	2361526960271.94
31000792	J135422	7.49E+018	3.72E+016	-9.67E+018	0	-0.99	3522249457456.64
31000793	J153030	7.49E+018	4.57E+016	-9.67E+018	0	-0.99	10175423762134.6
31000794	J120634	7.48E+018	6.66E+016	-9.68E+018	0	-0.99	12869229119503.6
31000795	J102209	7.48E+018	-3.09E+016	-9.67E+018	0	-0.99	1909857168209.92
31000796	J123540	7.49E+018	1.63E+016	-9.67E+018	0	-0.99	6143530128385.15
31000797	J112715	7.48E+018	-7.18E+015	-9.67E+018	0	-0.99	2151151483562.54
31000798	J162159	7.48E+018	-1.25E+016	-9.67E+018	0	-0.99	3161198660151.24
31000799	J122118	7.48E+018	-3.06E+016	-9.68E+018	0	-0.99	8487013034749.11
31000800	J105244	7.49E+018	5.59E+016	-9.67E+018	0	-0.99	3530277488773.82
31000801	J123958	7.50E+018	4.93E+016	-9.68E+018	0	-0.99	3267814878106.76
31000802	J223552	7.49E+018	3.81E+016	-9.59E+018	0	-0.99	3067984622824.24
31000803	J232359	7.49E+018	1.31E+016	-9.59E+018	0	-0.99	7177176115919.04
31000804	J171539	7.50E+018	-2.53E+016	-9.60E+018	0	-0.99	5158064955420.64
31000805	J100102	7.50E+018	6.38E+016	-9.60E+018	0	-0.99	5139693973257.3
31000806	J154249	7.51E+018	6.07E+016	-9.61E+018	0	-0.99	1737114107381.08
31000807	J105311	7.51E+018	4.67E+016	-9.62E+018	0	-0.99	2508958549085.78
31000808	J210536	7.51E+018	5.91E+016	-9.62E+018	0	-0.99	1523410654559.81
31000809	J151248	7.50E+018	4.57E+015	-9.63E+018	0	-0.99	6131783750575.21
31000810	J131852	7.50E+018	4.52E+015	-9.62E+018	0	-0.99	4924564806178.31
31000811	J141611	7.50E+018	4.29E+016	-9.65E+018	0	-0.99	2269439166659.34
31000812	J113723	7.49E+018	5.57E+016	-9.65E+018	0	-0.99	2365516760761.83
31000813	J121323	7.49E+018	7.45E+015	-9.64E+018	0	-0.99	2591773555474.56
31000814	J144422	7.48E+018	5.29E+016	-9.65E+018	0	-0.99	6237069725728.98
31000815	J140722	7.49E+018	3.58E+016	-9.65E+018	0	-0.99	2803226735952.91
31000816	J141637	7.48E+018	3.70E+016	-9.66E+018	0	-0.99	6515903675951.13
31000817	J112617	7.49E+018	4.81E+016	-9.66E+018	0	-0.99	1428601326558.18
31000818	J150754	7.48E+018	3.79E+016	-9.68E+018	0	-0.99	1404911872496.23
31000819	J102946	7.48E+018	4.94E+016	-9.68E+018	0	-0.99	2609870532459.65
31000820	J115234	7.48E+018	4.15E+016	-9.68E+018	0	-0.99	5755332312300.92
31000821	J145145	7.48E+018	1.73E+016	-9.68E+018	0	-0.99	4807651278161.11
31000822	J145426	7.48E+018	-2.86E+016	-9.69E+018	0	-0.99	3504009824009.44
31000823	J122732	7.51E+018	1.48E+016	-9.66E+018	0	-0.99	5670835222796.66
31000824	J144203	7.51E+018	-8.64E+015	-9.66E+018	0	-0.99	2290740934088.16
31000825	J140843	7.50E+018	2.98E+016	-9.65E+018	0	-0.99	5605618119997.11
31000826	J155631	7.51E+018	-1.25E+016	-9.66E+018	0	-0.99	2146108544816.33
31000827	J235525	7.51E+018	-1.71E+016	-9.66E+018	0	-0.99	6644021613898.65
31000828	J121749	7.50E+018	5.17E+015	-9.66E+018	0	-0.99	1649917690655.16
31000829	J162518	7.50E+018	7.51E+015	-9.67E+018	0	-0.99	6378508008422.22
31000830	J132012	7.50E+018	2.42E+015	-9.67E+018	0	-0.99	2533678817919.31
31000831	J102038	7.49E+018	2.21E+016	-9.68E+018	0	-0.99	5227442948221.6
31000832	J150234	7.50E+018	-8.35E+015	-9.68E+018	0	-0.99	5534406534221.91
31000833	J112520	7.50E+018	3.62E+016	-9.68E+018	0	-0.99	2486515515747.17
31000834	J165412	7.49E+018	5.66E+016	-9.68E+018	0	-0.99	2634995172479.34
31000835	J151102	7.47E+018	6.65E+016	-9.63E+018	0	-0.99	6289023140331.1
31000836	J133049	7.47E+018	4.14E+016	-9.62E+018	0	-0.99	2288570504293.3
31000837	J161628	7.48E+018	-4.83E+015	-9.62E+018	0	-0.99	2875714900778.49
31000838	J134306	7.47E+018	6.41E+016	-9.62E+018	0	-0.99	5311027526245.58
31000839	J131842	7.46E+018	5.79E+016	-9.63E+018	0	-0.99	2447106833787.69
31000840	J232329	7.46E+018	3.21E+016	-9.61E+018	0	-0.99	5615271465509.83
31000841	J164921	7.47E+018	-1.82E+016	-9.62E+018	0	-0.99	4339013326046.5
31000842	J203814	7.48E+018	-1.45E+016	-9.63E+018	0	-0.99	3917084988075.36
31000843	J151311	7.48E+018	-1.92E+016	-9.64E+018	0	-0.99	3011396191863.26
31000844	J101650	7.49E+018	-320483613252340	-9.65E+018	0	-0.99	13206541173713
31000845	J165006	7.49E+018	3.20E+016	-9.64E+018	0	-0.99	3273988388475.31
31000846	J103533	7.51E+018	-2.83E+016	-9.63E+018	0	-0.99	3312722398500.45
31000847	J101441	7.52E+018	-1.21E+016	-9.62E+018	0	-0.99	5304304169172.38
31000848	J124253	7.51E+018	-1.51E+016	-9.61E+018	0	-0.99	2510065261074.8
31000849	J232200	7.51E+018	5.28E+016	-9.62E+018	0	-0.99	1773764138509.86
31000850	J144326	7.51E+018	1.68E+016	-9.62E+018	0	-0.99	2487615888802.4
31000851	J124449	7.51E+018	5.08E+016	-9.62E+018	0	-0.99	2432013052119.74
31000852	J100642	7.51E+018	-3.23E+016	-9.63E+018	0	-0.99	7963572849631.48
31000853	J133150	7.51E+018	8.12E+015	-9.63E+018	0	-0.99	3877523766686.25
31000854	J164126	7.50E+018	3.76E+016	-9.63E+018	0	-0.99	4282595623137.86
31000855	J171142	7.48E+018	-1.29E+016	-9.64E+018	0	-0.99	2968736987448.05
31000856	J145634	7.49E+018	-2.43E+016	-9.64E+018	0	-0.99	5026578104706.21
31000857	J151431	7.54E+018	5.97E+016	-9.67E+018	0	-0.99	5631161696414.18
31000858	J233555	7.54E+018	2.13E+016	-9.67E+018	0	-0.99	2162672036121.62
31000859	J100651	7.54E+018	6.88E+016	-9.67E+018	0	-0.99	5335168992222.18
31000860	J132103	7.55E+018	7.70E+015	-9.68E+018	0	-0.99	1087049090419.39
31000861	J121720	7.56E+018	5.62E+016	-9.68E+018	0	-0.99	4096735703385.56
31000862	J210355	7.57E+018	6.10E+015	-9.66E+018	0	-0.99	5005151567568.35
31000863	J125029	7.58E+018	2.75E+015	-9.67E+018	0	-0.99	7723252918028.3
31000864	J103619	7.58E+018	6.26E+016	-9.66E+018	0	-0.99	1089484892896.2
31000865	J165014	7.59E+018	3.79E+016	-9.66E+018	0	-0.99	3578745875452.79
31000866	J124611	7.59E+018	-1.56E+016	-9.66E+018	0	-0.99	7815771119118.7
31000867	J150418	7.58E+018	3.73E+016	-9.67E+018	0	-0.99	8873716903335.58
31000868	J145440	7.58E+018	-2.71E+016	-9.67E+018	0	-0.99	3690475380723.52
31000869	J113223	7.46E+018	2.82E+016	-9.64E+018	0	-0.99	2279484475757.17
31000870	J234915	7.45E+018	3.84E+016	-9.64E+018	0	-0.99	3170096532654.17
31000871	J162042	7.44E+018	4.76E+016	-9.63E+018	0	-0.99	2835697134614.82
31000872	J112019	7.44E+018	2.57E+016	-9.63E+018	0	-0.99	5883665254294.21
31000873	J162332	7.44E+018	3.75E+016	-9.64E+018	0	-0.99	3586270327424.8
31000874	J125350	7.45E+018	3.36E+016	-9.63E+018	0	-0.99	3986831067439.14
31000875	J101710	7.46E+018	6.09E+016	-9.64E+018	0	-0.99	2989371640007.49
31000876	J223029	7.53E+018	-1.94E+016	-9.61E+018	0	-0.99	8519081544922.43
31000877	J234810	7.53E+018	7.26E+015	-9.67E+018	0	-0.99	3568284314238.34
31000878	J135230	7.53E+018	4.17E+016	-9.60E+018	0	-0.99	4191768177004.86
31000879	J111038	7.48E+018	-2.91E+016	-9.60E+018	0	-0.99	12964830188903.2
31000880	J160650	7.76E+018	1.35E+016	-9.84E+018	0	-0.99	3153148278329.1
31000881	J114342	7.76E+018	1.61E+016	-9.84E+018	0	-0.99	1608364986104.86
31000882	J152031	7.76E+018	2.58E+016	-9.85E+018	0	-0.99	3745905038013.16
31000883	J113629	7.77E+018	-2.90E+016	-9.85E+018	0	-0.99	16243095401484.1
31000884	J220301	7.76E+018	6.62E+016	-9.84E+018	0	-0.99	2005856444924.84
31000885	J102057	7.76E+018	2.99E+016	-9.84E+018	0	-0.99	2660750634021.05
31000886	J124753	7.74E+018	6.22E+016	-9.84E+018	0	-0.99	8451479951383.68
31000887	J114225	7.74E+018	7.05E+015	-9.84E+018	0	-0.99	3487366412051.37
31000888	J105002	7.74E+018	-5.21E+015	-9.84E+018	0	-0.99	3796750467613.99
31000889	J111218	7.74E+018	2.41E+016	-9.83E+018	0	-0.99	8892108203578.46
31000890	J111634	7.74E+018	3.17E+016	-9.83E+018	0	-0.99	4678086845254.64
31000891	J105007	7.75E+018	-3.41E+016	-9.82E+018	0	-0.99	10048216838648.2
31000892	J205027	7.77E+018	6.75E+016	-9.85E+018	0	-0.99	4557518730151.51
31000893	J111355	7.77E+018	3.16E+016	-9.86E+018	0	-0.99	11265920485023.6
31000894	J101012	7.77E+018	6.97E+016	-9.86E+018	0	-0.99	4850349655674.42
31000895	J161338	7.77E+018	-3.43E+016	-9.86E+018	0	-0.99	2021743545328.85
31000896	J170002	7.76E+018	2.44E+016	-9.86E+018	0	-0.99	5295927672379.42
31000897	J104654	7.76E+018	-5.43E+015	-9.87E+018	0	-0.99	6022624743952.03
31000898	J124329	7.75E+018	6.67E+016	-9.87E+018	0	-0.99	3270966272530.26
31000899	J114648	7.73E+018	-2.81E+016	-9.80E+018	0	-0.99	1951320959835.06
31000900	J131228	7.74E+018	-2.41E+016	-9.81E+018	0	-0.99	4014816124574.42
31000901	J110448	7.74E+018	2.71E+016	-9.81E+018	0	-0.99	5855680720827.38
31000902	J144621	7.75E+018	7.20E+016	-9.80E+018	0	-0.99	4015292595228.62
31000903	J153104	7.76E+018	-2.63E+016	-9.79E+018	0	-0.99	3958846304298.83
31000904	J100932	7.76E+018	4.10E+016	-9.79E+018	0	-0.99	2435342236934.18
31000905	J114048	7.76E+018	-1.08E+016	-9.82E+018	0	-0.99	2503742493437.93
31000906	J115706	7.76E+018	3.43E+016	-9.81E+018	0	-0.99	7861541685829.44
31000907	J123230	7.75E+018	-2.73E+016	-9.81E+018	0	-0.99	5390597714093.72
31000908	J152218	7.74E+018	2.19E+016	-9.81E+018	0	-0.99	2638300950552.01
31000909	J123303	7.74E+018	-1.24E+016	-9.81E+018	0	-0.99	1031600000
31000910	J102856	7.74E+018	6.15E+016	-9.82E+018	0	-0.99	6274118266072.83
31000911	J151900	7.74E+018	6.79E+016	-9.82E+018	0	-0.99	4102570109911.5
31000912	J124646	7.75E+018	6.82E+016	-9.85E+018	0	-0.99	6019019010257.86
31000913	J153528	7.74E+018	2.66E+016	-9.85E+018	0	-0.99	6818071747972.5
31000914	J112850	7.75E+018	4.60E+016	-9.86E+018	0	-0.99	3270900214850.01
31000915	J102257	7.75E+018	-1.23E+016	-9.86E+018	0	-0.99	2798249037729.06
31000916	J142414	7.76E+018	-3.11E+016	-9.87E+018	0	-0.99	5021226948582.28
31000917	J165803	7.76E+018	-1.18E+016	-9.87E+018	0	-0.99	4481689419802.57
31000918	J115918	7.75E+018	3.72E+016	-9.86E+018	0	-0.99	5313957961548.35
31000919	J222104	7.75E+018	-2.89E+016	-9.87E+018	0	-0.99	2274004164015.82
31000920	J124203	7.74E+018	5.77E+016	-9.86E+018	0	-0.99	5768811755459.65
31000921	J112608	7.74E+018	3.19E+016	-9.85E+018	0	-0.99	6932466520689.62
31000922	J161657	7.74E+018	4.64E+016	-9.86E+018	0	-0.99	4334907037706.56
31000923	J111805	7.73E+018	3.37E+016	-9.86E+018	0	-0.99	8252177901469.45
31000924	J113451	7.78E+018	1.86E+016	-9.82E+018	0	-0.99	8278935815075.97
31000925	J141007	7.78E+018	2.00E+016	-9.82E+018	0	-0.99	2974973891033.92
31000926	J164034	7.77E+018	-1.31E+015	-9.81E+018	0	-0.99	2452903230235.77
31000927	J101750	7.76E+018	3.48E+016	-9.82E+018	0	-0.99	6981270192657.48
31000928	J165001	7.75E+018	-1.28E+016	-9.82E+018	0	-0.99	3656870346295.57
31000929	J111619	7.75E+018	-1.50E+016	-9.82E+018	0	-0.99	4885786532635.55
31000930	J140521	7.79E+018	-5.52E+015	-9.83E+018	0	-0.99	2814082121910.8
31000931	J140752	7.80E+018	-2.47E+016	-9.84E+018	0	-0.99	3493753735262.64
31000932	J143447	7.79E+018	4.00E+016	-9.85E+018	0	-0.99	7818810935410.97
31000933	J142018	7.79E+018	6.23E+016	-9.85E+018	0	-0.99	5540167498739.57
31000934	J105102	7.79E+018	4.42E+016	-9.86E+018	0	-0.99	3922071097871.09
31000935	J124630	7.80E+018	2.83E+016	-9.85E+018	0	-0.99	3397808604552.42
31000936	J165302	7.49E+018	6.12E+016	-9.73E+018	0	-0.99	2466652574408.04
31000937	J143916	7.49E+018	1.52E+016	-9.72E+018	0	-0.99	7335343153787.52
31000938	J221414	7.48E+018	5.34E+016	-9.72E+018	0	-0.99	4882093927362.98
31000939	J153903	7.48E+018	2.70E+016	-9.72E+018	0	-0.99	4108352211673.41
31000940	J103955	7.49E+018	-2.62E+016	-9.72E+018	0	-0.99	3794359800831.21
31000941	J210952	7.49E+018	9.80E+015	-9.73E+018	0	-0.99	1790742160006.62
31000942	J134102	7.43E+018	4.29E+016	-9.67E+018	0	-0.99	1079544337736.7
31000943	J140050	7.43E+018	6.64E+016	-9.68E+018	0	-0.99	2838941949325.1
31000944	J131757	7.43E+018	3.66E+016	-9.67E+018	0	-0.99	3390698966585.94
31000945	J140341	7.43E+018	2.25E+016	-9.68E+018	0	-0.99	4711711191653.1
31000946	J111856	7.42E+018	1.96E+015	-9.69E+018	0	-0.99	1692630881037.75
31000947	J102407	7.41E+018	9.28E+015	-9.70E+018	0	-0.99	4394321368941.1
31000948	J151341	7.42E+018	5.97E+016	-9.70E+018	0	-0.99	3942329409143.02
31000949	J110706	7.46E+018	597115303633828	-9.72E+018	0	-0.99	6445968356294.46
31000950	J133651	7.46E+018	3.83E+016	-9.73E+018	0	-0.99	4091354479638.29
31000951	J123452	7.47E+018	1.24E+016	-9.73E+018	0	-0.99	3352123016889.21
31000952	J102143	7.47E+018	3.30E+016	-9.72E+018	0	-0.99	3265993396549.93
31000953	J220832	7.46E+018	-1.40E+016	-9.73E+018	0	-0.99	4026754032527.59
31000954	J160847	7.47E+018	-1.83E+016	-9.73E+018	0	-0.99	2965026908476.68
31000955	J125949	7.48E+018	2.79E+016	-9.70E+018	0	-0.99	3067369692220.01
31000956	J164250	7.47E+018	-3.43E+016	-9.70E+018	0	-0.99	3988472134618.49
31000957	J212329	7.48E+018	5.55E+016	-9.69E+018	0	-0.99	5895465545439.19
31000958	J112905	7.49E+018	-2.10E+016	-9.69E+018	0	-0.99	2760856090747.43
31000959	J144447	7.49E+018	-1.05E+016	-9.70E+018	0	-0.99	3858503986483.22
31000960	J113530	7.48E+018	-1.52E+015	-9.70E+018	0	-0.99	2149808872634.28
31000961	J103604	7.47E+018	6.75E+016	-9.69E+018	0	-0.99	4040802110235.41
31000962	J142038	7.46E+018	1.26E+015	-9.71E+018	0	-0.99	13378804319964.8
31000963	J130403	7.46E+018	-8.76E+015	-9.71E+018	0	-0.99	1858279520470.66
31000964	J132525	7.46E+018	-2.15E+016	-9.71E+018	0	-0.99	2838947457958.94
31000965	J103653	7.45E+018	-4.79E+015	-9.71E+018	0	-0.99	3573059089897.98
31000966	J154642	7.44E+018	1.14E+016	-9.72E+018	0	-0.99	2052994903898.13
31000967	J163526	7.44E+018	-8.40E+015	-9.71E+018	0	-0.99	3831795876711.88
31000968	J212713	7.46E+018	1.28E+016	-9.70E+018	0	-0.99	3573035690908.94
31000969	J132635	7.45E+018	2.03E+016	-9.70E+018	0	-0.99	4123409620041.92
31000970	J114330	7.45E+018	-2.71E+016	-9.70E+018	0	-0.99	2294429257459.47
31000971	J224926	7.45E+018	4.38E+016	-9.70E+018	0	-0.99	6425930418836.19
31000972	J113619	7.45E+018	4.05E+016	-9.70E+018	0	-0.99	8610114486177.06
31000973	J214654	7.45E+018	-2.10E+016	-9.70E+018	0	-0.99	8053574660736.36
31000974	J151429	7.47E+018	5.17E+016	-9.68E+018	0	-0.99	3346503913732.98
31000975	J111214	7.47E+018	3.64E+016	-9.68E+018	0	-0.99	1792959461320.14
31000976	J113420	7.47E+018	4.43E+016	-9.67E+018	0	-0.99	5881630932306.58
31000977	J135526	7.47E+018	2.06E+016	-9.67E+018	0	-0.99	5542303007850.3
31000978	J164116	7.47E+018	2.33E+016	-9.66E+018	0	-0.99	2140729498908.68
31000979	J214227	7.46E+018	1.37E+016	-9.66E+018	0	-0.99	3067370761777.03
31000980	J164342	7.43E+018	2.01E+016	-9.71E+018	0	-0.99	4943201418724.47
31000981	J151538	7.43E+018	5.45E+016	-9.70E+018	0	-0.99	1590649882199.4
31000982	J125938	7.44E+018	4.98E+016	-9.69E+018	0	-0.99	3393266235021.5
31000983	J165806	7.43E+018	7.67E+015	-9.69E+018	0	-0.99	4013713104720.5
31000984	J122803	7.44E+018	1.53E+016	-9.69E+018	0	-0.99	3749318797018.85
31000985	J113243	7.44E+018	6.46E+016	-9.69E+018	0	-0.99	6929339340206.65
31000986	J134022	7.45E+018	1.76E+016	-9.69E+018	0	-0.99	3279999252292.34
31000987	J152143	7.45E+018	6.77E+016	-9.49E+018	0	-0.99	4153868044392.42
31000988	J170717	7.45E+018	6.62E+016	-9.49E+018	0	-0.99	1563030044105.67
31000989	J121452	7.45E+018	3.88E+016	-9.49E+018	0	-0.99	3145287707301.65
31000990	J124126	7.45E+018	6.40E+016	-9.49E+018	0	-0.99	3103127871881.8
31000991	J173230	7.45E+018	-1.09E+016	-9.47E+018	0	-0.99	1218210718107.52
31000992	J164457	7.45E+018	4.48E+015	-9.49E+018	0	-0.99	2436272910695.38
31000993	J112944	7.45E+018	4.39E+016	-9.49E+018	0	-0.99	3596480280910.89
31000994	J115253	7.38E+018	-3.85E+015	-9.48E+018	0	-0.99	4891711691339.45
31000995	J100118	7.37E+018	3.45E+016	-9.47E+018	0	-0.99	12091413282194.7
31000996	J100620	7.37E+018	2.35E+015	-9.46E+018	0	-0.99	8393829274392.54
31000997	J145916	7.37E+018	1.41E+015	-9.46E+018	0	-0.99	1982097314421.38
31000998	J223207	7.38E+018	1.73E+016	-9.47E+018	0	-0.99	3686671028837.89
31000999	J144646	7.39E+018	2.22E+016	-9.47E+018	0	-0.99	4897625538787.94
